,client_id,age,total
2940,c_2440,71,39
2941,c_2440,72,13
2942,c_2441,54,57
2943,c_2441,55,4
2944,c_2442,52,36
2945,c_2442,53,11
2946,c_2443,20,16
2947,c_2443,21,5
2948,c_2444,25,26
2949,c_2444,26,1
2950,c_2445,25,10
2951,c_2445,26,1
2952,c_2446,33,55
2953,c_2446,34,22
2954,c_2447,61,26
2955,c_2447,62,10
2956,c_2448,43,21
2957,c_2448,44,3
2958,c_2449,46,108
2959,c_2449,47,22
2960,c_245,47,32
2961,c_245,48,2
2962,c_2450,45,10
2963,c_2450,46,3
2964,c_2451,74,52
2965,c_2451,75,14
2966,c_2452,72,5
2967,c_2452,73,1
2968,c_2453,25,12
2969,c_2453,26,1
2970,c_2454,51,11
2971,c_2454,52,1
2972,c_2455,69,53
2973,c_2455,70,9
2974,c_2456,70,19
2975,c_2456,71,3
2976,c_2457,35,25
2977,c_2457,36,7
2978,c_2458,59,7
2979,c_2459,17,12
2980,c_2459,18,8
2981,c_246,56,71
2982,c_246,57,8
2983,c_2460,35,54
2984,c_2460,36,16
2985,c_2461,27,8
2986,c_2461,28,1
2987,c_2462,17,14
2988,c_2462,18,2
2989,c_2463,45,23
2990,c_2463,46,9
2991,c_2464,47,100
2992,c_2464,48,25
2993,c_2465,29,18
2994,c_2465,30,3
2995,c_2466,45,42
2996,c_2466,46,2
2997,c_2467,24,26
2998,c_2467,25,1
2999,c_2468,42,76
3000,c_2468,43,5
3001,c_2469,22,16
3002,c_2469,23,3
3003,c_247,33,69
3004,c_247,34,25
3005,c_2470,67,3
3006,c_2471,29,18
3007,c_2471,30,8
3008,c_2472,33,2
3009,c_2473,35,29
3010,c_2473,36,16
3011,c_2474,33,14
3012,c_2474,34,2
3013,c_2475,53,33
3014,c_2475,54,3
3015,c_2476,47,17
3016,c_2476,48,1
3017,c_2477,17,26
3018,c_2478,41,59
3019,c_2478,42,18
3020,c_2479,33,4
3021,c_248,33,31
3022,c_248,34,5
3023,c_2480,45,101
3024,c_2480,46,11
3025,c_2481,29,16
3026,c_2481,30,5
3027,c_2482,30,53
3028,c_2482,31,3
3029,c_2483,49,14
3030,c_2484,58,21
3031,c_2484,59,3
3032,c_2485,78,7
3033,c_2485,79,4
3034,c_2486,55,3
3035,c_2486,56,3
3036,c_2487,63,7
3037,c_2488,71,6
3038,c_2488,72,4
3039,c_2489,55,5
3040,c_249,59,16
3041,c_249,60,6
3042,c_2490,22,12
3043,c_2491,26,4
3044,c_2491,27,2
3045,c_2492,72,8
3046,c_2492,73,4
3047,c_2493,23,31
3048,c_2493,24,7
3049,c_2494,19,16
3050,c_2494,20,7
3051,c_2495,64,2
3052,c_2495,65,1
3053,c_2496,63,20
3054,c_2496,64,1
3055,c_2497,19,5
3056,c_2497,20,1
3057,c_2498,54,22
3058,c_2498,55,9
3059,c_2499,17,13
3060,c_2499,18,1
3061,c_25,54,6
3062,c_25,55,2
3063,c_250,28,28
3064,c_250,29,1
3065,c_2500,48,55
3066,c_2500,49,6
3067,c_2501,63,16
3068,c_2502,57,28
3069,c_2503,28,14
3070,c_2503,29,5
3071,c_2504,45,44
3072,c_2504,46,5
3073,c_2505,39,141
3074,c_2505,40,19
3075,c_2506,29,8
3076,c_2507,40,107
3077,c_2507,41,12
3078,c_2508,28,23
3079,c_2508,29,1
3080,c_2509,80,5
3081,c_251,61,25
3082,c_251,62,1
3083,c_2510,52,3
3084,c_2510,53,2
3085,c_2511,43,122
3086,c_2511,44,16
3087,c_2512,45,52
3088,c_2512,46,14
3089,c_2513,40,11
3090,c_2514,85,8
3091,c_2514,86,1
3092,c_2515,44,11
3093,c_2516,19,2
3094,c_2516,20,1
3095,c_2517,43,17
3096,c_2517,44,3
3097,c_2518,43,113
3098,c_2518,44,21
3099,c_2519,25,7
3100,c_2519,26,1
3101,c_252,48,32
3102,c_252,49,10
3103,c_2520,25,22
3104,c_2520,26,2
3105,c_2521,26,16
3106,c_2522,55,24
3107,c_2522,56,27
3108,c_2523,27,2
3109,c_2523,28,1
3110,c_2524,48,57
3111,c_2524,49,11
3112,c_2525,39,123
3113,c_2525,40,12
3114,c_2526,39,73
3115,c_2526,40,5
3116,c_2527,28,8
3117,c_2527,29,3
3118,c_2528,17,11
3119,c_2528,18,8
3120,c_2529,66,12
3121,c_2529,67,4
3122,c_253,17,21
3123,c_253,18,7
3124,c_2530,62,12
3125,c_2530,63,3
3126,c_2531,20,5
3127,c_2531,21,12
3128,c_2532,26,6
3129,c_2532,27,5
3130,c_2533,49,15
3131,c_2533,50,1
3132,c_2534,33,24
3133,c_2534,34,11
3134,c_2535,18,15
3135,c_2535,19,8
3136,c_2536,64,3
3137,c_2536,65,2
3138,c_2537,54,29
3139,c_2537,55,1
3140,c_2538,48,153
3141,c_2538,49,17
3142,c_2539,42,15
3143,c_2539,43,17
3144,c_254,31,96
3145,c_254,32,28
3146,c_2540,17,31
3147,c_2540,18,3
3148,c_2541,18,2
3149,c_2541,19,2
3150,c_2542,84,8
3151,c_2542,85,6
3152,c_2543,69,28
3153,c_2543,70,5
3154,c_2544,17,2
3155,c_2545,23,39
3156,c_2545,24,7
3157,c_2546,23,8
3158,c_2546,24,2
3159,c_2547,53,25
3160,c_2547,54,3
3161,c_2548,27,10
3162,c_2548,28,3
3163,c_2549,62,10
3164,c_2549,63,1
3165,c_255,37,89
3166,c_255,38,25
3167,c_2550,38,30
3168,c_2550,39,6
3169,c_2551,30,92
3170,c_2551,31,33
3171,c_2552,46,54
3172,c_2552,47,2
3173,c_2553,71,17
3174,c_2553,72,2
3175,c_2554,46,34
3176,c_2554,47,4
3177,c_2555,28,10
3178,c_2555,29,7
3179,c_2556,35,111
3180,c_2556,36,12
3181,c_2557,41,27
3182,c_2557,42,5
3183,c_2558,48,77
3184,c_2558,49,21
3185,c_2559,19,20
3186,c_2559,20,3
3187,c_256,58,47
3188,c_256,59,11
3189,c_2560,46,10
3190,c_2561,37,9
3191,c_2561,38,11
3192,c_2562,21,5
3193,c_2562,22,2
3194,c_2563,46,57
3195,c_2563,47,11
3196,c_2564,61,16
3197,c_2564,62,5
3198,c_2565,61,11
3199,c_2565,62,4
3200,c_2566,51,3
3201,c_2567,84,19
3202,c_2568,51,14
3203,c_2568,52,2
3204,c_2569,35,134
3205,c_2569,36,23
3206,c_257,25,8
3207,c_257,26,2
3208,c_2570,42,18
3209,c_2570,43,1
3210,c_2571,61,43
3211,c_2571,62,9
3212,c_2572,43,42
3213,c_2572,44,10
3214,c_2573,47,37
3215,c_2573,48,5
3216,c_2574,44,44
3217,c_2574,45,19
3218,c_2575,19,8
3219,c_2575,20,1
3220,c_2576,51,14
3221,c_2576,52,2
3222,c_2577,75,33
3223,c_2577,76,11
3224,c_2578,60,12
3225,c_2578,61,4
3226,c_2579,39,88
3227,c_2579,40,14
3228,c_258,62,12
3229,c_258,63,10
3230,c_2580,76,17
3231,c_2580,77,3
3232,c_2581,47,26
3233,c_2582,57,45
3234,c_2582,58,8
3235,c_2583,59,39
3236,c_2583,60,15
3237,c_2584,63,8
3238,c_2584,64,3
3239,c_2585,32,33
3240,c_2585,33,12
3241,c_2586,68,49
3242,c_2586,69,23
3243,c_2587,66,23
3244,c_2587,67,8
3245,c_2588,32,30
3246,c_2588,33,5
3247,c_2589,17,25
3248,c_2589,18,4
3249,c_259,86,8
3250,c_2590,55,23
3251,c_2590,56,1
3252,c_2591,19,4
3253,c_2592,29,19
3254,c_2592,30,8
3255,c_2593,23,15
3256,c_2593,24,5
3257,c_2594,24,26
3258,c_2594,25,1
3259,c_2595,47,166
3260,c_2595,48,26
3261,c_2596,36,64
3262,c_2596,37,25
3263,c_2597,18,12
3264,c_2597,19,1
3265,c_2598,39,21
3266,c_2598,40,7
3267,c_2599,34,26
3268,c_2599,35,2
3269,c_26,24,16
3270,c_26,25,13
3271,c_260,33,57
3272,c_260,34,21
3273,c_2600,41,3
3274,c_2600,42,10
3275,c_2601,24,3
3276,c_2601,25,2
3277,c_2602,41,34
3278,c_2602,42,3
3279,c_2603,54,63
3280,c_2603,55,10
3281,c_2604,65,58
3282,c_2604,66,14
3283,c_2605,56,27
3284,c_2605,57,3
3285,c_2606,42,54
3286,c_2606,43,13
3287,c_2607,17,23
3288,c_2607,18,3
3289,c_2608,45,47
3290,c_2608,46,5
3291,c_2609,18,20
3292,c_2609,19,1
3293,c_261,58,45
3294,c_261,59,15
3295,c_2610,39,11
3296,c_2611,34,94
3297,c_2611,35,32
3298,c_2612,26,3
3299,c_2612,27,1
3300,c_2613,46,88
3301,c_2613,47,5
3302,c_2614,72,20
3303,c_2614,73,14
3304,c_2615,55,12
3305,c_2615,56,1
3306,c_2616,45,52
3307,c_2616,46,5
3308,c_2617,64,21
3309,c_2617,65,5
3310,c_2618,35,25
3311,c_2618,36,3
3312,c_2619,53,6
3313,c_2619,54,5
3314,c_262,17,11
3315,c_2620,29,12
3316,c_2620,30,3
3317,c_2621,57,6
3318,c_2621,58,2
3319,c_2622,59,17
3320,c_2622,60,6
3321,c_2623,70,15
3322,c_2623,71,8
3323,c_2624,36,60
3324,c_2624,37,8
3325,c_2625,17,8
3326,c_2626,45,9
3327,c_2627,17,39
3328,c_2627,18,7
3329,c_2628,56,7
3330,c_2628,57,3
3331,c_2629,28,10
3332,c_2629,29,1
3333,c_263,57,40
3334,c_263,58,5
3335,c_2630,70,10
3336,c_2630,71,3
3337,c_2631,60,9
3338,c_2631,61,2
3339,c_2632,45,84
3340,c_2632,46,3
3341,c_2633,27,7
3342,c_2633,28,1
3343,c_2634,29,3
3344,c_2635,55,27
3345,c_2635,56,1
3346,c_2636,73,9
3347,c_2636,74,2
3348,c_2637,55,56
3349,c_2637,56,21
3350,c_2638,50,37
3351,c_2638,51,7
3352,c_2639,50,22
3353,c_2639,51,3
3354,c_264,39,51
3355,c_264,40,10
3356,c_2640,43,8
3357,c_2640,44,4
3358,c_2641,52,4
3359,c_2641,53,1
3360,c_2642,31,21
3361,c_2642,32,12
3362,c_2643,18,10
3363,c_2644,46,72
3364,c_2644,47,25
3365,c_2645,32,40
3366,c_2645,33,4
3367,c_2646,50,21
3368,c_2646,51,6
3369,c_2647,60,11
3370,c_2647,61,6
3371,c_2648,21,12
3372,c_2649,54,5
3373,c_2649,55,5
3374,c_265,42,11
3375,c_265,43,3
3376,c_2650,71,27
3377,c_2650,72,8
3378,c_2651,30,25
3379,c_2652,51,86
3380,c_2652,52,12
3381,c_2653,37,25
3382,c_2653,38,9
3383,c_2654,27,24
3384,c_2655,29,11
3385,c_2656,22,10
3386,c_2656,23,1
3387,c_2657,68,5
3388,c_2658,17,9
3389,c_2658,18,2
3390,c_2659,17,15
3391,c_2659,18,1
3392,c_266,55,12
3393,c_266,56,2
3394,c_2660,20,4
3395,c_2660,21,1
3396,c_2661,44,14
3397,c_2661,45,3
3398,c_2662,61,23
3399,c_2662,62,4
3400,c_2663,22,9
3401,c_2663,23,4
3402,c_2664,24,17
3403,c_2664,25,4
3404,c_2665,42,15
3405,c_2665,43,3
3406,c_2666,49,20
3407,c_2666,50,8
3408,c_2667,39,103
3409,c_2667,40,15
3410,c_2668,55,13
3411,c_2669,61,13
3412,c_2669,62,8
3413,c_267,48,70
3414,c_267,49,17
3415,c_2670,31,14
3416,c_2670,32,4
3417,c_2671,35,36
3418,c_2672,17,10
3419,c_2672,18,1
3420,c_2673,37,27
3421,c_2673,38,10
3422,c_2674,67,8
3423,c_2674,68,7
3424,c_2675,56,14
3425,c_2675,57,4
3426,c_2676,27,22
3427,c_2677,45,95
3428,c_2677,46,11
3429,c_2678,27,17
3430,c_2678,28,3
3431,c_2679,33,77
3432,c_2679,34,34
3433,c_268,35,42
3434,c_268,36,5
3435,c_2680,45,87
3436,c_2680,46,16
3437,c_2681,49,2
3438,c_2681,50,5
3439,c_2682,45,21
3440,c_2683,61,49
3441,c_2683,62,5
3442,c_2684,22,10
3443,c_2685,19,7
3444,c_2685,20,1
3445,c_2686,24,7
3446,c_2686,25,6
3447,c_2687,69,20
3448,c_2687,70,2
3449,c_2688,53,45
3450,c_2688,54,13
3451,c_2689,51,28
3452,c_2689,52,8
3453,c_269,25,13
3454,c_269,26,4
3455,c_2690,32,9
3456,c_2690,33,3
3457,c_2691,33,37
3458,c_2691,34,14
3459,c_2692,45,43
3460,c_2692,46,2
3461,c_2693,83,10
3462,c_2694,39,60
3463,c_2694,40,5
3464,c_2695,19,20
3465,c_2696,43,10
3466,c_2696,44,7
3467,c_2697,45,21
3468,c_2697,46,6
3469,c_2698,58,15
3470,c_2698,59,7
3471,c_2699,32,79
3472,c_2699,33,17
3473,c_27,26,5
3474,c_270,68,10
3475,c_270,69,2
3476,c_2700,18,1
3477,c_2700,19,7
3478,c_2701,21,2
3479,c_2701,22,1
3480,c_2702,21,9
3481,c_2703,37,84
3482,c_2703,38,15
3483,c_2704,52,50
3484,c_2704,53,9
3485,c_2705,42,35
3486,c_2705,43,3
3487,c_2707,29,12
3488,c_2707,30,1
3489,c_2708,70,3
3490,c_2709,61,15
3491,c_2709,62,1
3492,c_271,75,5
3493,c_271,76,2
3494,c_2710,36,45
3495,c_2710,37,7
3496,c_2711,38,53
3497,c_2711,39,6
3498,c_2712,50,3
3499,c_2713,51,32
3500,c_2713,52,7
3501,c_2714,26,10
3502,c_2715,24,5
3503,c_2716,56,6
3504,c_2717,71,8
3505,c_2718,71,53
3506,c_2718,72,4
3507,c_2719,19,12
3508,c_272,68,44
3509,c_272,69,7
3510,c_2720,61,43
3511,c_2720,62,11
3512,c_2721,44,61
3513,c_2721,45,20
3514,c_2722,35,55
3515,c_2722,36,12
3516,c_2723,30,3
3517,c_2723,31,2
3518,c_2724,43,43
3519,c_2725,54,26
3520,c_2725,55,4
3521,c_2726,34,16
3522,c_2727,31,25
3523,c_2728,42,36
3524,c_2728,43,19
3525,c_2729,25,5
3526,c_273,55,51
3527,c_273,56,4
3528,c_2730,55,2
3529,c_2731,25,3
3530,c_2732,57,58
3531,c_2732,58,17
3532,c_2733,29,23
3533,c_2733,30,3
3534,c_2734,19,11
3535,c_2734,20,2
3536,c_2735,28,11
3537,c_2735,29,3
3538,c_2736,65,6
3539,c_2736,66,1
3540,c_2737,23,17
3541,c_2738,49,35
3542,c_2738,50,5
3543,c_2739,62,3
3544,c_274,68,20
3545,c_2740,50,15
3546,c_2740,51,2
3547,c_2741,88,24
3548,c_2741,89,10
3549,c_2742,29,2
3550,c_2742,30,4
3551,c_2743,19,12
3552,c_2743,20,7
3553,c_2744,26,18
3554,c_2744,27,7
3555,c_2745,35,116
3556,c_2745,36,20
3557,c_2746,26,15
3558,c_2746,27,8
3559,c_2747,43,105
3560,c_2747,44,10
3561,c_2748,44,22
3562,c_2748,45,4
3563,c_2749,41,41
3564,c_2749,42,1
3565,c_275,70,8
3566,c_2750,65,55
3567,c_2750,66,21
3568,c_2751,42,73
3569,c_2751,43,9
3570,c_2752,18,15
3571,c_2752,19,4
3572,c_2753,34,9
3573,c_2753,35,1
3574,c_2754,35,20
3575,c_2755,60,9
3576,c_2755,61,4
3577,c_2756,31,45
3578,c_2756,32,13
3579,c_2757,65,44
3580,c_2757,66,13
3581,c_2758,53,4
3582,c_2758,54,2
3583,c_2759,29,10
3584,c_2759,30,6
3585,c_276,34,17
3586,c_2760,40,51
3587,c_2760,41,4
3588,c_2761,69,17
3589,c_2761,70,4
3590,c_2762,40,60
3591,c_2762,41,15
3592,c_2763,53,13
3593,c_2763,54,1
3594,c_2764,35,61
3595,c_2764,36,10
3596,c_2765,37,100
3597,c_2765,38,18
3598,c_2766,25,8
3599,c_2766,26,2
3600,c_2767,43,49
3601,c_2767,44,12
3602,c_2768,32,83
3603,c_2768,33,15
3604,c_2769,33,32
3605,c_2769,34,6
3606,c_277,21,11
3607,c_277,22,3
3608,c_2770,43,33
3609,c_2770,44,3
3610,c_2771,42,14
3611,c_2772,80,43
3612,c_2772,81,12
3613,c_2773,24,23
3614,c_2774,57,13
3615,c_2774,58,6
3616,c_2775,45,43
3617,c_2775,46,8
3618,c_2776,28,2
3619,c_2777,49,23
3620,c_2777,50,5
3621,c_2778,56,2
3622,c_2778,57,1
3623,c_2779,66,6
3624,c_2779,67,1
3625,c_278,34,28
3626,c_278,35,3
3627,c_2780,49,74
3628,c_2780,50,12
3629,c_2781,73,35
3630,c_2781,74,15
3631,c_2782,25,3
3632,c_2782,26,11
3633,c_2783,35,38
3634,c_2783,36,7
3635,c_2784,73,21
3636,c_2784,74,3
3637,c_2785,17,6
3638,c_2786,47,107
3639,c_2786,48,23
3640,c_2787,53,8
3641,c_2787,54,4
3642,c_2788,38,16
3643,c_2788,39,1
3644,c_2789,42,24
3645,c_2789,43,7
3646,c_279,35,4
3647,c_279,36,3
3648,c_2790,19,8
3649,c_2790,20,7
3650,c_2791,17,24
3651,c_2791,18,2
3652,c_2792,20,7
3653,c_2793,88,2
3654,c_2794,28,30
3655,c_2794,29,2
3656,c_2795,43,101
3657,c_2795,44,12
3658,c_2796,51,24
3659,c_2796,52,7
3660,c_2797,65,7
3661,c_2797,66,7
3662,c_2798,63,18
3663,c_2799,55,17
3664,c_2799,56,5
3665,c_28,51,13
3666,c_28,52,8
3667,c_280,72,7
3668,c_280,73,2
3669,c_2800,35,31
3670,c_2801,57,57
3671,c_2801,58,14
3672,c_2802,58,11
3673,c_2802,59,1
3674,c_2803,49,114
3675,c_2803,50,20
3676,c_2804,18,21
3677,c_2805,22,15
3678,c_2805,23,5
3679,c_2806,22,8
3680,c_2806,23,3
3681,c_2807,77,34
3682,c_2807,78,4
3683,c_2808,21,13
3684,c_2809,40,85
3685,c_2809,41,14
3686,c_281,46,27
3687,c_281,47,4
3688,c_2810,43,20
3689,c_2810,44,5
3690,c_2811,34,140
3691,c_2811,35,15
3692,c_2812,41,108
3693,c_2812,42,16
3694,c_2813,22,13
3695,c_2813,23,3
3696,c_2814,27,10
3697,c_2815,33,46
3698,c_2815,34,6
3699,c_2816,24,13
3700,c_2816,25,1
3701,c_2817,62,3
3702,c_2818,24,7
3703,c_2818,25,3
3704,c_2819,55,11
3705,c_2819,56,7
3706,c_282,24,16
3707,c_2820,22,19
3708,c_2820,23,2
3709,c_2821,74,24
3710,c_2821,75,11
3711,c_2822,69,4
3712,c_2822,70,3
3713,c_2823,53,48
3714,c_2823,54,16
3715,c_2824,38,41
3716,c_2825,24,14
3717,c_2825,25,7
3718,c_2826,35,44
3719,c_2826,36,14
3720,c_2827,64,17
3721,c_2827,65,6
3722,c_2828,34,22
3723,c_2828,35,5
3724,c_2829,54,15
3725,c_2829,55,1
3726,c_283,25,37
3727,c_283,26,5
3728,c_2830,62,5
3729,c_2831,18,11
3730,c_2831,19,2
3731,c_2832,39,37
3732,c_2832,40,8
3733,c_2833,46,24
3734,c_2834,36,102
3735,c_2834,37,36
3736,c_2835,81,29
3737,c_2835,82,4
3738,c_2836,17,23
3739,c_2836,18,6
3740,c_2837,34,23
3741,c_2837,35,3
3742,c_2838,20,14
3743,c_2839,54,3
3744,c_2839,55,1
3745,c_284,17,6
3746,c_284,18,10
3747,c_2840,32,100
3748,c_2840,33,18
3749,c_2841,42,24
3750,c_2841,43,2
3751,c_2842,17,3
3752,c_2843,26,29
3753,c_2844,17,5
3754,c_2844,18,9
3755,c_2845,17,7
3756,c_2845,18,4
3757,c_2846,28,6
3758,c_2846,29,4
3759,c_2847,23,3
3760,c_2848,42,40
3761,c_2848,43,2
3762,c_2849,32,48
3763,c_2849,33,6
3764,c_285,54,11
3765,c_285,55,18
3766,c_2850,68,18
3767,c_2850,69,1
3768,c_2851,35,39
3769,c_2851,36,5
3770,c_2852,67,21
3771,c_2852,68,2
3772,c_2853,42,29
3773,c_2853,43,5
3774,c_2854,17,23
3775,c_2854,18,9
3776,c_2855,51,8
3777,c_2855,52,1
3778,c_2856,26,6
3779,c_2856,27,12
3780,c_2857,31,16
3781,c_2857,32,2
3782,c_2858,35,93
3783,c_2858,36,19
3784,c_2859,30,73
3785,c_2859,31,17
3786,c_286,19,3
3787,c_2860,60,56
3788,c_2860,61,9
3789,c_2861,30,75
3790,c_2861,31,17
3791,c_2862,23,1
3792,c_2862,24,4
3793,c_2863,42,23
3794,c_2864,19,14
3795,c_2864,20,5
3796,c_2865,41,54
3797,c_2865,42,6
3798,c_2866,29,4
3799,c_2867,47,24
3800,c_2867,48,4
3801,c_2868,27,7
3802,c_2869,33,42
3803,c_2869,34,16
3804,c_287,21,4
3805,c_2870,57,10
3806,c_2870,58,1
3807,c_2871,32,96
3808,c_2871,33,24
3809,c_2872,28,19
3810,c_2872,29,2
3811,c_2873,34,9
3812,c_2873,35,3
3813,c_2874,47,77
3814,c_2874,48,26
3815,c_2875,47,96
3816,c_2875,48,13
3817,c_2876,29,17
3818,c_2876,30,10
3819,c_2877,34,35
3820,c_2877,35,14
3821,c_2878,62,14
3822,c_2878,63,1
3823,c_2879,26,11
3824,c_2879,27,1
3825,c_288,41,46
3826,c_288,42,9
3827,c_2880,19,9
3828,c_2881,29,8
3829,c_2882,24,5
3830,c_2883,49,29
3831,c_2883,50,9
3832,c_2884,29,5
3833,c_2885,48,25
3834,c_2885,49,3
3835,c_2886,51,36
3836,c_2886,52,4
3837,c_2887,33,13
3838,c_2888,17,7
3839,c_2889,54,15
3840,c_2889,55,4
3841,c_289,26,18
3842,c_289,27,6
3843,c_2890,39,38
3844,c_2890,40,4
3845,c_2891,51,27
3846,c_2891,52,1
3847,c_2892,76,19
3848,c_2892,77,1
3849,c_2893,21,3
3850,c_2893,22,2
3851,c_2894,17,10
3852,c_2895,58,10
3853,c_2895,59,4
3854,c_2896,21,2
3855,c_2897,32,75
3856,c_2897,33,9
3857,c_2898,23,38
3858,c_2898,24,8
3859,c_2899,27,34
3860,c_2899,28,13
3861,c_29,28,16
3862,c_29,29,12
3863,c_290,36,74
3864,c_290,37,2
3865,c_2900,42,93
3866,c_2900,43,23
3867,c_2901,72,9
3868,c_2901,73,9
3869,c_2902,33,46
3870,c_2903,54,43
3871,c_2903,55,9
3872,c_2904,41,34
3873,c_2904,42,20
3874,c_2905,63,28
3875,c_2905,64,7
3876,c_2906,27,20
3877,c_2907,28,3
3878,c_2908,39,12
3879,c_2908,40,6
3880,c_2909,17,13
3881,c_2909,18,1
3882,c_291,41,52
3883,c_291,42,12
3884,c_2910,23,12
3885,c_2910,24,10
3886,c_2911,19,15
3887,c_2911,20,1
3888,c_2912,62,30
3889,c_2912,63,7
3890,c_2913,38,23
3891,c_2913,39,2
3892,c_2914,41,50
3893,c_2914,42,6
3894,c_2915,32,54
3895,c_2915,33,13
3896,c_2916,54,39
3897,c_2916,55,10
3898,c_2917,33,119
3899,c_2917,34,16
3900,c_2918,45,75
3901,c_2918,46,5
3902,c_2919,52,39
3903,c_2919,53,9
3904,c_292,50,5
3905,c_292,51,1
3906,c_2920,33,62
3907,c_2920,34,6
3908,c_2921,63,21
3909,c_2921,64,1
3910,c_2922,33,45
3911,c_2922,34,5
3912,c_2923,25,22
3913,c_2923,26,5
3914,c_2924,66,45
3915,c_2924,67,11
3916,c_2925,54,10
3917,c_2925,55,3
3918,c_2926,30,28
3919,c_2926,31,4
3920,c_2927,39,17
3921,c_2927,40,1
3922,c_2928,79,5
3923,c_2929,42,36
3924,c_2929,43,8
3925,c_293,25,22
3926,c_2930,47,27
3927,c_2930,48,3
3928,c_2931,26,2
3929,c_2932,23,7
3930,c_2932,24,4
3931,c_2933,59,40
3932,c_2933,60,5
3933,c_2934,62,15
3934,c_2934,63,2
3935,c_2935,63,10
3936,c_2935,64,4
3937,c_2936,40,28
3938,c_2936,41,3
3939,c_2937,22,3
3940,c_2938,54,6
3941,c_2939,34,68
3942,c_2939,35,10
3943,c_294,17,22
3944,c_294,18,5
3945,c_2940,39,65
3946,c_2940,40,6
3947,c_2941,41,16
3948,c_2941,42,4
3949,c_2942,61,37
3950,c_2942,62,9
3951,c_2943,45,52
3952,c_2943,46,7
3953,c_2944,56,6
3954,c_2944,57,1
3955,c_2945,53,14
3956,c_2945,54,1
3957,c_2946,50,12
3958,c_2946,51,5
3959,c_2947,29,5
3960,c_2947,30,4
3961,c_2948,26,2
3962,c_2948,27,1
3963,c_2949,23,8
3964,c_2949,24,1
3965,c_295,38,94
3966,c_295,39,24
3967,c_2950,17,13
3968,c_2951,48,71
3969,c_2951,49,31
3970,c_2952,57,55
3971,c_2952,58,5
3972,c_2953,19,5
3973,c_2953,20,1
3974,c_2954,51,23
3975,c_2954,52,4
3976,c_2955,55,5
3977,c_2955,56,2
3978,c_2956,27,5
3979,c_2956,28,8
3980,c_2957,20,9
3981,c_2958,26,6
3982,c_2958,27,3
3983,c_2959,57,26
3984,c_2959,58,11
3985,c_296,17,25
3986,c_296,18,8
3987,c_2960,35,55
3988,c_2960,36,4
3989,c_2961,50,45
3990,c_2961,51,7
3991,c_2962,59,12
3992,c_2962,60,6
3993,c_2963,64,39
3994,c_2963,65,8
3995,c_2964,72,11
3996,c_2965,66,7
3997,c_2965,67,3
3998,c_2966,24,13
3999,c_2966,25,11
4000,c_2967,55,8
4001,c_2967,56,5
4002,c_2968,58,16
4003,c_2968,59,5
4004,c_2969,42,27
4005,c_2969,43,8
4006,c_297,19,26
4007,c_297,20,11
4008,c_2970,74,10
4009,c_2971,26,15
4010,c_2971,27,6
4011,c_2972,44,26
4012,c_2972,45,10
4013,c_2973,27,11
4014,c_2974,65,27
4015,c_2974,66,4
4016,c_2975,29,43
4017,c_2976,72,4
4018,c_2976,73,4
4019,c_2977,19,10
4020,c_2978,44,89
4021,c_2978,45,27
4022,c_2979,48,29
4023,c_2979,49,10
4024,c_298,17,4
4025,c_298,18,4
4026,c_2980,49,23
4027,c_2980,50,8
4028,c_2981,30,71
4029,c_2981,31,8
4030,c_2982,31,134
4031,c_2982,32,15
4032,c_2983,39,23
4033,c_2983,40,7
4034,c_2984,46,45
4035,c_2984,47,16
4036,c_2985,57,8
4037,c_2985,58,2
4038,c_2986,56,7
4039,c_2986,57,4
4040,c_2987,51,11
4041,c_2987,52,17
4042,c_2988,34,3
4043,c_2988,35,5
4044,c_2989,18,11
4045,c_2989,19,4
4046,c_299,29,19
4047,c_299,30,6
4048,c_2990,45,21
4049,c_2991,34,103
4050,c_2991,35,24
4051,c_2992,47,30
4052,c_2992,48,7
4053,c_2993,57,48
4054,c_2993,58,4
4055,c_2994,48,44
4056,c_2994,49,11
4057,c_2995,33,37
4058,c_2995,34,9
4059,c_2996,41,126
4060,c_2996,42,18
4061,c_2997,43,88
4062,c_2997,44,15
4063,c_2998,18,10
4064,c_2998,19,3
4065,c_2999,58,8
4066,c_2999,59,3
4067,c_3,42,40
4068,c_3,43,1
4069,c_30,21,11
4070,c_30,22,1
4071,c_300,26,9
4072,c_300,27,3
4073,c_3000,36,86
4074,c_3000,37,31
4075,c_3001,54,4
4076,c_3001,55,1
4077,c_3002,42,26
4078,c_3002,43,5
4079,c_3003,22,12
4080,c_3003,23,2
4081,c_3004,17,22
4082,c_3004,18,5
4083,c_3005,49,67
4084,c_3005,50,4
4085,c_3006,30,21
4086,c_3006,31,8
4087,c_3007,29,9
4088,c_3007,30,1
4089,c_3008,18,7
4090,c_3009,17,15
4091,c_3009,18,3
4092,c_301,17,5
4093,c_3010,34,22
4094,c_3010,35,9
4095,c_3011,25,30
4096,c_3011,26,4
4097,c_3012,38,16
4098,c_3012,39,2
4099,c_3013,21,43
4100,c_3013,22,9
4101,c_3014,51,32
4102,c_3014,52,8
4103,c_3015,23,13
4104,c_3015,24,2
4105,c_3016,24,7
4106,c_3018,53,6
4107,c_3019,29,12
4108,c_3019,30,1
4109,c_302,20,21
4110,c_302,21,5
4111,c_3020,60,16
4112,c_3020,61,2
4113,c_3021,67,24
4114,c_3021,68,8
